year,occupation,major_category,minor_category,total_workers,workers_male,workers_female,percent_female,total_earnings,total_earnings_male,total_earnings_female,wage_percent_of_male
2015,Construction laborers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,1171574,1145578,25996,2.2,31609,31636.0,30276.0,95.7
2015,Electricians,"Natural Resources, Construction, and Maintenance",Construction and Extraction,639345,627698,11647,1.8,50185,50184.0,50257.0,100.1
2015,"Painters, construction and maintenance","Natural Resources, Construction, and Maintenance",Construction and Extraction,371450,351341,20109,5.4,29982,30016.0,28754.0,95.8
2015,Construction and building inspectors,"Natural Resources, Construction, and Maintenance",Construction and Extraction,71140,63032,8108,11.4,52118,53612.0,41931.0,78.2
2015,Other extraction workers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,55609,54276,1333,2.4,60220,60340.0,52181.0,86.5
2015,"First-line supervisors of mechanics, installers, and repairers","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",251388,237248,14140,5.6,58657,59434.0,51964.0,87.4
2015,"Computer, automated teller, and office machine repairers","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",158624,140149,18475,11.6,42617,43532.0,40850.0,93.8
2015,Radio and telecommunications equipment installers and repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",140980,128098,12882,9.1,53181,54618.0,50750.0,92.9
2015,Automotive service technicians and mechanics,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",704917,696530,8387,1.2,36456,36513.0,31415.0,86.0
2015,Industrial and refractory machinery mechanics,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",359501,349185,10316,2.9,50598,50771.0,38573.0,76.0
2015,"Maintenance and repair workers, general","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",433396,419580,13816,3.2,42367,42441.0,39007.0,91.9
2015,"Other installation, maintenance, and repair workers, including wind turbine service technicians","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",214334,205830,8504,4.0,40593,40718.0,32143.0,78.9
2015,First-line supervisors of production and operating workers,"Production, Transportation, and Material Moving",Production,817787,668229,149558,18.3,52183,55318.0,41324.0,74.7
2015,"Electrical, electronics, and electromechanical assemblers","Production, Transportation, and Material Moving",Production,106600,54453,52147,48.9,30522,32381.0,27911.0,86.2
2015,Miscellaneous assemblers and fabricators,"Production, Transportation, and Material Moving",Production,830300,530817,299483,36.1,31459,33617.0,27839.0,82.8
2015,Bakers,"Production, Transportation, and Material Moving",Production,139172,69408,69764,50.1,24833,26200.0,23243.0,88.7
2015,"Butchers and other meat, poultry, and fish processing workers","Production, Transportation, and Material Moving",Production,207420,163796,43624,21.0,28372,30533.0,23870.0,78.2
2015,Food batchmakers,"Production, Transportation, and Material Moving",Production,64716,30666,34050,52.6,27198,31260.0,24809.0,79.4
2015,"Food processing workers, all other","Production, Transportation, and Material Moving",Production,107115,70277,36838,34.4,31329,32363.0,27909.0,86.2
2015,Computer control programmers and operators,"Production, Transportation, and Material Moving",Production,84644,79265,5379,6.4,42704,44321.0,32993.0,74.4
2015,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic","Production, Transportation, and Material Moving",Production,75548,63620,11928,15.8,33733,35538.0,27252.0,76.7
2015,Machinists,"Production, Transportation, and Material Moving",Production,306776,294514,12262,4.0,45930,46405.0,31772.0,68.5
2015,"Welding, soldering, and brazing workers","Production, Transportation, and Material Moving",Production,514255,489580,24675,4.8,40548,40878.0,30839.0,75.4
2015,"Metal workers and plastic workers, all other","Production, Transportation, and Material Moving",Production,336630,262100,74530,22.1,33848,36355.0,26844.0,73.8
2015,Prepress technicians and workers,"Production, Transportation, and Material Moving",Production,19214,12215,6999,36.4,36428,37700.0,35295.0,93.6
2015,"Printing workers, except prepress technicians and workers","Production, Transportation, and Material Moving",Production,162921,127798,35123,21.6,35323,37388.0,27474.0,73.5
2015,Laundry and dry-cleaning workers,"Production, Transportation, and Material Moving",Production,121900,52495,69405,56.9,22331,27141.0,20277.0,74.7
2015,"Pressers, textile, garment, and related materials","Production, Transportation, and Material Moving",Production,27312,10165,17147,62.8,21936,31669.0,19658.0,62.1
2015,Sewing machine operators,"Production, Transportation, and Material Moving",Production,131070,37666,93404,71.3,21839,24565.0,21306.0,86.7
2015,"Tailors, dressmakers, and sewers","Production, Transportation, and Material Moving",Production,43544,12214,31330,72.0,25443,32682.0,23077.0,70.6
2015,"Crushing, grinding, polishing, mixing, and blending workers","Production, Transportation, and Material Moving",Production,76006,68607,7399,9.7,36668,37187.0,30257.0,81.4
2015,Cutting workers,"Production, Transportation, and Material Moving",Production,49997,38757,11240,22.5,30116,31267.0,25598.0,81.9
2015,"Inspectors, testers, sorters, samplers, and weighers","Production, Transportation, and Material Moving",Production,643756,417655,226101,35.1,41090,46862.0,32112.0,68.5
2015,Jewelers and precious stone and metal workers,"Production, Transportation, and Material Moving",Production,27793,18918,8875,31.9,32094,36175.0,26355.0,72.9
2015,"Medical, dental, and ophthalmic laboratory technicians","Production, Transportation, and Material Moving",Production,61143,28007,33136,54.2,33686,39462.0,31402.0,79.6
2015,Packaging and filling machine operators and tenders,"Production, Transportation, and Material Moving",Production,199896,93325,106571,53.3,25736,29335.0,23523.0,80.2
2015,Painting workers,"Production, Transportation, and Material Moving",Production,127684,116181,11503,9.0,33484,35208.0,25261.0,71.7
2015,Photographic process workers and processing machine operators,"Production, Transportation, and Material Moving",Production,18581,10055,8526,45.9,31876,40222.0,26546.0,66.0
2015,Supervisors of transportation and material moving workers,"Production, Transportation, and Material Moving",Transportation,191955,152014,39941,20.8,50083,51175.0,40475.0,79.1
2015,Flight attendants,"Production, Transportation, and Material Moving",Transportation,50153,13383,36770,73.3,47492,51523.0,46447.0,90.1
2015,Bus drivers,"Production, Transportation, and Material Moving",Transportation,288778,174214,114564,39.7,32398,38072.0,27095.0,71.2
2015,Driver/sales workers and truck drivers,"Production, Transportation, and Material Moving",Transportation,2644153,2526258,117895,4.5,41834,42127.0,30962.0,73.5
2015,Taxi drivers and chauffeurs,"Production, Transportation, and Material Moving",Transportation,265304,230682,34622,13.0,27420,28025.0,25519.0,91.1
2015,Automotive and watercraft service attendants,"Production, Transportation, and Material Moving",Transportation,53855,46788,7067,13.1,22502,22632.0,21986.0,97.1
2015,Industrial truck and tractor operators,"Production, Transportation, and Material Moving",Material Moving,485176,447589,37587,7.7,31800,31772.0,32105.0,101.0
2015,Cleaners of vehicles and equipment,"Production, Transportation, and Material Moving",Material Moving,224675,195370,29305,13.0,24242,24341.0,23666.0,97.2
2015,"Laborers and freight, stock, and material movers, hand","Production, Transportation, and Material Moving",Material Moving,1331155,1116110,215045,16.2,30536,31178.0,25986.0,83.3
2015,Machine feeders and offbearers,"Production, Transportation, and Material Moving",Material Moving,18459,11194,7265,39.4,24902,25841.0,22075.0,85.4
2015,"Packers and packagers, hand","Production, Transportation, and Material Moving",Material Moving,285020,122856,162164,56.9,22713,24795.0,21675.0,87.4
2016,Chief executives,"Management, Business, and Financial",Management,1068258,813898,254360,23.810727371103237,130266,141108.0,103564.0,73.39342914646937
2016,General and operations managers,"Management, Business, and Financial",Management,834005,588111,245894,29.483516285873584,70686,76246.0,56906.0,74.63473493691473
2016,Legislators,"Management, Business, and Financial",Management,13966,7431,6535,46.792209652012026,65592,67233.0,63788.0,94.8760281409427
2016,Advertising and promotions managers,"Management, Business, and Financial",Management,42996,17752,25244,58.71243836635966,67082,79594.0,61173.0,76.85629570068096
2016,Marketing and sales managers,"Management, Business, and Financial",Management,843840,464995,378845,44.89535930982177,82357,100137.0,69079.0,68.98449124699162
2016,Public relations and fundraising managers,"Management, Business, and Financial",Management,51121,16705,34416,67.32262670918018,77835,84016.0,75260.0,89.57817558560274
2016,Administrative services managers,"Management, Business, and Financial",Management,136431,82550,53881,39.493223680835,64208,69788.0,60177.0,86.22829139680174
